Y	0.133333333	0.066666667	0.133333333	0.066666667	0	0.466666667	0.666666667	0.2	0.066666667	0.466666667	0.8	0.533333333	0.066666667	0.733333333	0	0.533333333
M	0.266666667	0.2	0.333333333	0.333333333	0.2	0.533333333	0.466666667	0.8	0.066666667	0.4	0.6	0.533333333	0.533333333	0.4	0	0.533333333
P	0.266666667	0.333333333	0.333333333	0.266666667	0.2	0.333333333	0.666666667	0.266666667	0.333333333	0.666666667	0.533333333	0.2	0.066666667	0.666666667	0.2	0.466666667
P	0.266666667	0.666666667	0.333333333	0.466666667	0.2	0.333333333	0.666666667	0.666666667	0.266666667	0.6	0.4	0.333333333	0.133333333	0.666666667	0.266666667	0.533333333
G	0.066666667	0.2	0.133333333	0.066666667	0.066666667	0.466666667	0.466666667	0.333333333	0.333333333	0.666666667	0.466666667	0.666666667	0.133333333	0.6	0.2	0.666666667
K	0.133333333	0.066666667	0.2	0.133333333	0.133333333	0.333333333	0.466666667	0.266666667	0.466666667	0.466666667	0.4	0.733333333	0.2	0.533333333	0.266666667	0.6
I	0.066666667	0.666666667	0	0.466666667	0	0.466666667	0.466666667	0.266666667	0.266666667	0.466666667	0.4	0.533333333	0	0.533333333	0	0.533333333
C	0.266666667	0.466666667	0.4	0.333333333	0.2	0.466666667	0.466666667	0.466666667	0.4	0.466666667	0.4	0.533333333	0.266666667	0.6	0.266666667	0.533333333
X	0.266666667	0.6	0.4	0.466666667	0.4	0.6	0.466666667	0.133333333	0.4	0.466666667	0.333333333	0.4	0.2	0.533333333	0.4	0.533333333
J	0	0	0.066666667	0	0	0.8	0.266666667	0.333333333	0.2	0.8	0.266666667	0.666666667	0	0.466666667	0	0.533333333
B	0.333333333	0.466666667	0.533333333	0.4	0.533333333	0.466666667	0.466666667	0.333333333	0.266666667	0.466666667	0.4	0.533333333	0.4	0.6	0.533333333	0.4
A	0.133333333	0.266666667	0.266666667	0.2	0.133333333	0.466666667	0.133333333	0.133333333	0.133333333	0.466666667	0.133333333	0.533333333	0.133333333	0.4	0.2	0.466666667
V	0.2	0.466666667	0.333333333	0.333333333	0.333333333	0.533333333	0.333333333	0.266666667	0.066666667	0.466666667	0.466666667	0.533333333	0.333333333	0.6	0.2	0.466666667
R	0.2	0.533333333	0.333333333	0.4	0.333333333	0.533333333	0.533333333	0.466666667	0.266666667	0.533333333	0.333333333	0.466666667	0.266666667	0.466666667	0.4	0.733333333
S	0.266666667	0.333333333	0.333333333	0.266666667	0.333333333	0.533333333	0.466666667	0.266666667	0.333333333	0.466666667	0.4	0.533333333	0.333333333	0.533333333	0.533333333	0.733333333
X	0.2	0.133333333	0.333333333	0.2	0.133333333	0.533333333	0.466666667	0.2	0.6	0.4	0.4	0.533333333	0.2	0.533333333	0.4	0.533333333
M	0.266666667	0.4	0.466666667	0.266666667	0.533333333	0.4	0.333333333	0.266666667	0.133333333	0.4	0.266666667	0.533333333	0.8	0.4	0.2	0.466666667
L	0.133333333	0	0.133333333	0.066666667	0	0.133333333	0.066666667	0.4	0.333333333	0	0.133333333	0.266666667	0	0.533333333	0	0.533333333
